Title;Director;Cast;Genre;IMDB_Rating;Metascore;Runtime;Votes;Year
John Wick;Chad Stahelski;Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe;Thriller;74;680;101;6060410;2014
Predator;John McTiernan;Arnold Schwarzenegger, Carl Weathers, Jesse Ventura, Elpidia Carrillo;Sci-Fi;78;450;107;3999720;1987
The Bourne Ultimatum;Paul Greengrass;Matt Damon, Julia Stiles, Joan Allen, David Strathairn;Thriller;80;850;115;6275030;2007
Total Recall;Paul Verhoeven;Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Ronny Cox;Sci-Fi;75;570;113;3238990;1990
Mad Max 2;George Miller;Mel Gibson, Bruce Spence, Emil Minty, Vernon Wells;;;;;;1981
Heat;Michael Mann;Al Pacino, Robert De Niro, Val Kilmer, Jon Voight;Drama;83;760;170;6339490;1995
The Raid: Redemption;Gareth Huw Evans;Iko Uwais, Joe Taslim, Doni Alamsyah, Yayan Ruhian;Thriller;76;730;101;2019210;2011
Mission: Impossible -- Fallout;Christopher McQuarrie;Tom Cruise, Henry Cavill, Ving Rhames, Simon Pegg;;;;;;2018
Aliens;James Cameron;Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser;Sci-Fi;84;840;137;6995650;1986
Hard-Boiled;John Woo;Chow Yun-Fat, Bowie Lam, Philip Chan, Tony Leung Chiu Wai;;;;;;1992
The Matrix;Andy Wachowski;Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving;Sci-Fi;87;730;136;18586560;1999
Terminator 2: Judgment Day;James Cameron;Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick;Sci-Fi;86;750;137;10681280;1991
Die Hard;John McTiernan;Bruce Willis, Alan Rickman, Bonnie Bedelia, Reginald VelJohnson;Thriller;82;720;132;8572400;1988
Mad Max: Fury Road;George Miller;Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne;Sci-Fi;81;900;120;9691340;2015
A Nightmare on Elm Street 3: Dream Warriors;Chuck Russell;Heather Langenkamp, Patricia Arquette, Craig Wasson, Larry Fishburne;Horror;66;490;96;795000;1987
Phenomena;Dario Argento;Jennifer Connelly, Donald Pleasence, Dalila Di Lazzaro, Fausta Avelli;Horror;67;570;116;261780;1985
Bram Stoker's Dracula;Francis Ford Coppola;Gary Oldman, Winona Ryder, Anthony Hopkins, Keanu Reeves;Drama;74;570;128;2123010;1992
Hellraiser;Clive Barker;Andrew Robinson, Clare Higgins, Ashley Laurence, Sean Chapman;Horror;69;570;94;1176450;1987
It's Alive!;Larry Cohen;John P. Ryan, Sharon Farrell, Andrew Duggan, Guy Stockwell;;;;;;1974
Open Water;Chris Kentis;Blanchard Ryan, Daniel Travis, Saul Stein, Estelle Lau;Horror;58;630;79;534600;2003
The Mist;Frank Darabont;Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher;Drama;54;;42;246110;2007
The Ring;Gore Verbinski;Naomi Watts, Martin Henderson, David Dorfman, Brian Cox;Horror;71;570;115;3423410;2002
Phantasm;Don Coscarelli;Michael Baldwin, Bill Thornbury, Reggie Bannister, Kathy Lester;Horror;66;720;89;363980;1979
Frailty;Bill Paxton;Bill Paxton, Matthew McConaughey, Powers Boothe, Matt O'Leary;Drama;72;640;100;831530;2002
Dog Soldiers;Neil Marshall;Sean Pertwee, Kevin McKidd, Emma Cleasby, Liam Cunningham;Horror;68;;105;594130;2002
Basket Case;Frank Henenlotter;Kevin Van Hentenryck, Terri Susan Smith, Beverly Bonner;Comedy;61;770;91;187710;1982
Eden Lake;James Watkins;Finn Atkins, Michael Fassbender, James Gandhi, Thomas Gill;Horror;67;650;91;836080;2008
Candyman;Bernard Rose;Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons;Horror;59;720;91;546060;1992
Oculus;Mike Flanagan;Karen Gillan, Brenton Thwaites, Katee Sackhoff, Rory Cochrane;Horror;65;610;104;1267370;2013
Land of the Dead;George Romero;Simon Baker, John Alberto Leguizamo, Asia Argento, Robert Joy;Sci-Fi;62;710;93;960790;2005
Night of the Comet;Thom Eberhardt;Catherine Mary Stewart, Kelli Maroney, Robert Beltran, Geoffrey Lewis;Comedy;63;590;95;207530;1984
Wes Craven's New Nightmare;Wes Craven;Robert Englund, Heather Langenkamp, Miko Hughes, David Newsom;;;;;;1994
Trick 'r Treat;Michael Dougherty;Anna Paquin, Brian Cox, Dylan Baker, Leslie Bibb;Comedy;67;;82;903860;2007
The Lost Boys;Joel Schumacher;Jason Patric, Corey Haim, Dianne Wiest, Barnard Hughes;Comedy;72;630;97;1386440;1987
The Lodge;Veronika Franz;Riley Keough, Jaeden Lieberher, Lia McHugh, Richard Armitage;Drama;60;640;108;447500;2019
Southbound;Roxanne Benjamin;Chad Villella, Matt Bettinelli-Olpin, Kristina Pesic, Fabianne Therese;Horror;59;580;89;191810;2015
Lights Out;David F. Sandberg;Teresa Palmer, Gabriel Bateman, Alexander DiPersia, Billy Burke;Horror;63;580;81;1264040;2016
The Platform;Galder Gaztelu-Urrutia;Emilio Buale, Zorion Eguileor, Alexandra Masangkay, Ivan Massagué;Horror;70;730;94;2081010;2019
The Brood;David Cronenberg;Oliver Reed, Samantha Eggar, Art Hindle, Henry Beckman;Horror;68;630;92;295080;1979
The Cat o' Nine Tails;Dario Argento;Karl Malden, James Franciscus, Catherine Spaak, Cinzia De Carolis;Horror;66;630;112;114640;1971
Mute Witness;Anthony Waller;Mary Sudina, Fay Ripley, Evan Richards, Oleg Yankovsky;Horror;67;;95;57290;1995
You're Next;Adam Wingard;Sharni Vinson, Nicholas Tucci, Wendy Glenn, A.J. Bowen;Horror;65;660;95;972590;2011
Videodrome;David Cronenberg;James Woods, Deborah Harry, Sonja Smits, Peter Dvorsky;Horror;72;600;87;910050;1983
Thirst;Park Chan-wook;Song Kang-ho, Kim Ok-bin, Shin Ha-kyun, Kim Hae-sook;Drama;71;730;134;461260;2009
Audition;Takashi Miike;Ryo Ishibashi, Eihi Shiina, Jun Kunimura, Miyuki Matsuda;Drama;71;690;115;797670;1999
Three...Extremes (Saam gaang yi);Takashi Miike;Miriam Yeung, Pauline Lau, Zabit Memedov, Miki Yeung;;;;;;2005
Dead Ringers;David Cronenberg;Jeremy Irons, Geneviève Bujold, Heidi von Palleske, Barbara Gordon;Drama;72;860;116;460860;1988
Scream 2;Wes Craven;David Arquette, Neve Campbell, Courteney Cox, Sarah Michelle Gellar;Horror;63;630;120;1790370;1997
1408;Mikael Hafstrom;John Cusack, Samuel L. Jackson, Mary McCormack, Jasmine Jessica Anthony;Horror;68;640;104;2689130;2007
A Tale of Two Sisters;Kim Jee-woon;Yum Jung-ah, Kim Kap-soo, Moon Geun-young, Im Soo-jung;Drama;71;650;114;614010;2003
Ouija: Origin of Evil;Mike Flanagan;Elizabeth Reaser, Annalise Basso, Lulu Wilson, Henry Thomas;Drama;62;650;99;625500;2016
Pontypool;Bruce McDonald;Stephen McHattie, Lisa Houle, Georgina Reilly, Hrant Alianak;Horror;65;540;93;318570;2008
The Shallows;Jaume Collet-Serra;Blake Lively, Óscar Jaenada, Brett Cullen, Sedona Legge;Drama;63;590;86;1303290;2016
Shadow of the Vampire;E. Elias Merhige;John Malkovich, Willem Dafoe, Cary Elwes, John Aden Gillett;Horror;69;710;92;417920;2000
The House of the Devil;Ti West;Jocelin Donahue, Tom Noonan, Mary Woronov, Greta Gerwig;Horror;63;730;95;454220;2009
Tucker & Dale vs Evil;Eli Craig;Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss;;;;;;2010
Dracula: Pages From a Virgin's Diary;Guy Maddin;Zhang Wei-Qiang, David Moroni, Tara Birtwhistle, Stephane Leonard;;;;;;2002
The Others;Alejandro Amenábar;Nicole Kidman, Christopher Eccleston, Alakina Mann, James Bentley;Horror;76;740;104;3591740;2001
Creature From the Black Lagoon;Jack Arnold;Richard Carlson, Julia Adams, Richard Denning, Antonio Moreno;;;;;;1954
Tremors;Ron Underwood;Kevin Bacon, Fred Ward, Finn Carter, Michael Gross;Comedy;71;650;96;1350220;1990
Creep;Patrick Brice;Mark Duplass, Patrick Brice;Horror;63;740;77;524970;2014
Carnival of Souls;Herk Harvey;Candace Hilligoss, Frances Feist, Sidney Berger, Stan Levitt;Horror;71;;78;241150;1962
Rec;Jaume Balagueró;Manuela Velasco, Ferran Terraza, Jorge-Yamam Serrano, Carlos Lasarte;;;;;;2007
Paranormal Activity;Oren Peli;Katie Featherston, Micah Sloat, Amber Armstrong, Mark Fredrichs;Horror;63;680;86;2351410;2007
The Conjuring 2;James Wan;Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor;Horror;73;650;134;2608370;2016
Ginger Snaps;John Fawcett;Emily Perkins, Katharine Isabelle, Kris Lemche, Mimi Rogers;Drama;68;700;108;464970;2000
Goodnight Mommy;Veronika Franz;Susanne Wuest, Elias Schwarz, Lukas Schwarz, Hans Escher;Horror;67;810;99;510140;2014
Julia's Eyes;Guillem Morales;Belén Rueda, Lluís Homar, Pablo Derqui, Francesc Orella;;;;;;2010
Sisters;Brian De Palma;Margot Kidder, Jennifer Salt, Charles Durning, William Finley;Comedy;60;580;118;663000;1973
Cargo;Ben Howling;Martin Freeman, Anthony Hayes, Susie Porter, Simone Landers;Drama;63;650;105;427990;2017
Slither;James Gunn;Nathan Fillion, Elizabeth Banks, Michael Rooker, Gregg Henry;Comedy;65;690;95;811290;2006
House on Haunted Hill;William Castle;Vincent Price, Carol Ohmart, Richard Long, Alan Marshal;Horror;56;280;93;563560;1959
Poltergeist;Tobe Hooper;Craig T. Nelson, JoBeth Williams, Beatrice Straight, Dominique Dunne;Horror;73;790;114;1584190;1982
The Girl With All the Gifts;Colm McCarthy;Gemma Arterton, Glenn Close, Paddy Considine, Anamaria Marinca;;;;;;2016
The Thing;John Carpenter;Kurt Russell, A. Wilford Brimley, T.K. Carter, Richard Dysart;Horror;82;570;109;4094540;1982
Dead Alive;Peter Jackson;Timothy Balme, Diana Peñalver, Elizabeth Moody, Ian Watkin;Comedy;75;540;104;963660;1992
Freaks;Adam Stein;Emile Hirsch, Bruce Dern, Lexy Kolker, Amanda Crew;Drama;67;630;105;341500;2018
The Tenant;Roman Polanski;Roman Polanski, Isabelle Adjani, Melvyn Douglas, Shelley Winters;Thriller;76;710;126;433870;1976
The Descent;Neil Marshall;Shauna Macdonald, Natalie Mendoza, Alex Reid, Saskia Mulder;Horror;72;710;99;2189190;2005
Better Watch Out;Chris Peckover;Levi Miller, Olivia DeJonge, Ed Oxenbould, Dacre Montgomery;Comedy;65;670;89;376210;2016
An American Werewolf in London;John Landis;David Naughton, Jenny Agutter, Griffin Dunne, John Woodvine;Comedy;75;550;97;1039570;1981
Doctor Sleep;Mike Flanagan;Ewan McGregor, Rebecca Ferguson, Kyliegh Curran, Cliff Curtis;Drama;73;590;152;1830550;2019
The Omen;Richard Donner;Gregory Peck, Lee Remick, David Warner, Billie Whitelaw;Drama;55;430;110;589710;1976
Creepy;Kiyoshi Kurosawa;Hidetoshi Nishijima, Yuko Takeuchi, Masahiro Higashide, Teruyuki Kagawa;Horror;64;760;130;52930;2016
Come to Daddy;Ant Timpson;Elijah Wood, Stephen McHattie, Martin Donovan, Michael Smiley;Comedy;60;640;96;176560;2019
Crawl;Alexandre Aja;Kaya Scodelario, Barry Pepper, Morfydd Clark, Ross Anderson;Horror;61;600;87;821570;2019
The Exorcist;William Friedkin;Ellen Burstyn, Linda Blair, Max von Sydow, Lee J. Cobb;Drama;79;;45;281550;1973
The Invitation;Karyn Kusama;Logan Marshall-Green, Tammy Blanchard, Michiel Huisman, Emayatzy Corinealdi;Drama;66;740;100;1054760;2015
Hounds of Love;Ben Young;Emma Booth, Ashleigh Cummings, Stephen Curry, Susie Porter;Horror;65;730;108;118290;2016
1922;Zak Hilditch;Thomas Jane, Neal McDonough, Molly Parker, Brian d'Arcy James;Drama;62;700;102;617440;2017
The Abominable Dr. Phibes;Robert Fuest;Vincent Price, Joseph Cotten, Terry-Thomas, Hugh Griffith;Comedy;71;;94;149750;1971
Martin;George A. Romero;John Amplas, Lincoln Maazel, Christine Forrest, Elyane Nadeau;Comedy;74;;30;92400;1978
House;Nobuhiko Ôbayashi;Kimiko Ikegami, Ai Matsubara, Miki Jinbo, Eriko Tanaka;Comedy;73;;88;265110;1977
Henry: Portrait of a Serial Killer;John McNaughton;Michael Rooker, Tracy Arnold, Tom Towles, Anne Bartoletti;Drama;70;800;83;356650;1986
Rare Exports: A Christmas Tale;Jalmari Helander;Onni Tommila, Jorma Tommila, Ilmari Järvenpää, Peeter Jakobi;;;;;;2010
The Orphanage;J.A. Bayona;Belén Rueda, Fernando Cayo, Geraldine Chaplin, Montserrat Carulla;Drama;74;740;105;1541700;2007
The Dead Zone;David Cronenberg;Christopher Walken, Brooke Adams, Tom Skerritt, Herbert Lom;Drama;72;690;103;687090;1983
Bone Tomahawk;S. Craig Zahler;Kurt Russell, Patrick Wilson, Richard Jenkins, Matthew Fox;Drama;71;720;132;982520;2015
Duel;Steven Spielberg;Dennis Weaver, Tim Herbert, Charles Seel, Eddie Firestone;;;;;;1971
House of Usher;Roger Corman;Vincent Price, Myrna Fahey, Mark Damon, Harry Ellerbe;Horror;69;750;79;132890;1960
The Blair Witch Project;Daniel Myrick;Heather Donahue, Michael C. Williams, Joshua Leonard, Bob Griffith;Horror;65;810;81;2530060;1999
